pressure,wind_speed,humidity,dewpoint,temperature,PM2.5,PM10
0.5747129728896183,0.5216292620368947,0.46063695972980706,0.6700947374296131,0.6187674484568589,0.42105263157894735,0.5205479452054794
0.44200112006971887,0.4436430123490053,0.38088198142448754,0.6936604173820083,0.7518229223068231,0.42105263157894735,0.4931506849315068
0.43939817886579424,0.4768392435109692,0.2612977666243179,0.6124522184012458,0.7770141183684736,0.3815789473684211,0.6301369863013698
0.4552611442878417,0.5208323665303508,0.12990583698854866,0.4806228982350011,0.7214085321632191,0.5263157894736842,0.4794520547945205
0.48901655212774897,0.7962555410324638,0.3247322509908631,0.48581581241536775,0.48572271397478045,0.2894736842105263,0.6164383561643836
0.4933969570479917,0.44227295859441534,0.5356435785870464,0.6107773647190108,0.4472111382208294,0.4868421052631579,0.4794520547945205
0.4641351492819707,0.4404592885713354,0.5234220551259818,0.7124868868073023,0.6294922575930882,0.35526315789473684,0.4383561643835616
0.49927778358505076,0.20857183666122792,0.5334736652833044,0.7313895222877147,0.6400138062351729,0.32894736842105265,0.3835616438356164
0.4467628295295093,0.30521948469965887,0.5136345145784433,0.7771336547993093,0.7410853012630978,0.23684210526315788,0.3835616438356164
0.4363172810398815,0.329793907266284,0.5549037423947982,0.8430809668901299,0.8053404223104027,0.2236842105263158,0.2465753424657534
0.4696811703075378,0.3124456404702604,0.730606830533294,0.8333843105163538,0.6204558093220289,0.13157894736842105,0.3013698630136986
0.38940252039792095,0.29846200790162686,0.6117506709656203,0.8245429861882402,0.7398395301712658,0.19736842105263158,0.4383561643835616
0.3664311074611993,0.2937688936270412,0.748998129017556,0.8841231037223518,0.6869403826023711,0.2894736842105263,0.5068493150684932
0.39346720742961017,0.2107621781798086,0.6952357305010477,0.8959345859394835,0.7560459735282137,0.3684210526315789,0.5753424657534246
0.4543600734655204,0.2631063288617942,0.6072163455434441,0.8634632851346188,0.7951755084691023,0.35526315789473684,0.3287671232876712
0.4817516332065114,0.3128474689923479,0.7543579853928479,0.9030151972078532,0.7090814790105211,0.17105263157894737,0.5616438356164384
0.4375435605240555,0.16205217241754855,0.710618403547531,0.9313515416595557,0.7958262238506578,0.27631578947368424,0.6712328767123288
0.3671230512833076,0.11595526266796592,0.6261056013339729,0.938379274323482,0.8958695394788885,0.4473684210526316,0.5205479452054794
0.3766374205619664,0.2758591109976829,0.721539369860102,0.9402314496516887,0.8005696441424857,0.34210526315789475,0.2876712328767123
0.441106645286777,0.19430344156076496,0.8475439833294083,0.861372768694974,0.5712122602755868,0.15789473684210525,0.1917808219178082
0.42340511914116297,0.49517364840232037,0.7422853358279414,0.874109135179504,0.6793056751580797,0.10526315789473684,0.3698630136986301
0.4331151224525527,0.28081157967649706,0.6669139170815725,0.8675923640056514,0.7457356689686762,0.21052631578947367,0.136986301369863
0.4560081005611664,0.5272075305826961,0.5328076947122264,0.8028934364578135,0.7603786137590185,0.07894736842105263,0.2328767123287671
0.5739074262391016,0.48687887702343946,0.45074936578071984,0.7136349259711087,0.7028360398464822,0.11842105263157894,0.4794520547945205
0.6455086128571172,0.409366679997687,0.38849383069661164,0.6281782643823718,0.6339502014358824,0.23684210526315788,0.4657534246575342
0.6295124539148476,0.42092221065343005,0.36566339824432437,0.6383878043628682,0.6772142836915754,0.2631578947368421,0.4657534246575342
0.5297199646627261,0.4245318678980164,0.4144566997285913,0.6621036335450906,0.6572784101206424,0.2236842105263158,0.5205479452054794
0.5061112743142244,0.4923348383305553,0.5159601292433621,0.7228435936735559,0.6493742759590144,0.2894736842105263,0.3972602739726027
0.49876478718839906,0.4377863167575767,0.45442041902831715,0.7613549698312657,0.7795625533991499,0.21052631578947367,0.4383561643835616
0.4530317467055731,0.2894911861460309,0.49415100035959253,0.7890819533422988,0.7780111671229538,0.25,0.410958904109589
0.4689022722820914,0.3355511574401057,0.43024822676622454,0.7449492368047826,0.7746258869573862,0.25,0.4657534246575342
0.508160459210091,0.25122640277557357,0.4093115048911599,0.7168584395404669,0.7539333204585746,0.2631578947368421,0.3287671232876712
0.48488477646825784,0.2248815689987856,0.39451615955546937,0.7234986986594154,0.7838604520125405,0.19736842105263158,0.3835616438356164
0.45423444221582704,0.41611666028700617,0.38154669008959946,0.7445535058944204,0.8259929702760488,0.21052631578947367,0.1917808219178082
0.5118204697911704,0.46651520872520497,0.4451137559793647,0.679820294843137,0.6483775391773593,0.11842105263157894,0.410958904109589
0.5144914360261319,0.3860275558623564,0.42492699132084694,0.6990351949521104,0.7052146957082746,0.2894736842105263,0.4794520547945205
0.5301003062032541,0.39197677795720615,0.38351806748498074,0.7185935400550841,0.7893953250790883,0.3157894736842105,0.4657534246575342
0.5933874458733018,0.36933055512686147,0.40058185613637143,0.7649920223029434,0.8448095130695128,0.35526315789473684,0.273972602739726
0.6503868979269016,0.5661024708616464,0.3439495402640421,0.6166954579710447,0.6617516109225748,0.18421052631578946,0.5753424657534246
0.6520396784693301,0.24985312068360535,0.3398672059545668,0.6383621601825323,0.711309719683641,0.5131578947368421,0.821917808219178
0.589776823730683,0.12695366308135406,0.4818751129902978,0.7474961203560925,0.7253371711955808,0.7631578947368421,0.4246575342465753
0.5475077653342748,0.1397134682738282,0.6783161434397119,0.8663127860309647,0.7271468882061497,0.35526315789473684,0.410958904109589
0.5095613617831731,0.30225737286776566,0.7305776638678094,0.9137766626611228,0.7505324331047959,0.27631578947368424,0.4246575342465753
0.5121911119162281,0.19926205582211923,0.7646484520685312,0.906163143153687,0.7087934177867333,0.3026315789473684,0.5616438356164384
0.5327226224996755,0.10941695001598178,0.6625838894217675,0.8875676094181382,0.7811348690011636,0.40789473684210525,0.4520547945205479
0.6347341560855048,0.38497609088023715,0.40781049424656435,0.7329627885670282,0.7904498486416907,0.35526315789473684,0.1506849315068493
0.8073302398080258,0.7007017311860887,0.2890650633058755,0.491164614547,0.5215783814545871,0.05263157894736842,0.410958904109589
0.8870744018164143,0.49333960138444727,0.19551606626166845,0.2714518952820653,0.2830275761320115,0.2894736842105263,0.5616438356164384
0.9482077400764548,0.4172768738355369,0.08027089797990115,0.07761297560140933,0.12184698645484698,0.40789473684210525,0.6712328767123288
1.0,0.3588807928058886,0.0,0.0,0.11473932884633611,0.5263157894736842,0.6986301369863014
0.9047499593271885,0.4020573517834239,0.038909147673125886,0.0767985475588298,0.17128883627526037,0.5526315789473685,0.6986301369863014
0.7040108635422114,0.5153992594064093,0.21881760944072634,0.31258407122939613,0.3153386622748868,0.618421052631579,0.7397260273972602
0.5100771965804513,0.24464061074724824,0.20532332900298297,0.4800665846340145,0.6208796728294284,0.6710526315789473,0.6986301369863014
0.4927337848456023,0.21049272637774905,0.30515460056118676,0.61686987635858,0.722688009517117,0.631578947368421,0.3972602739726027
0.559827715735319,0.3039358146069737,0.26578016364917817,0.4724339260057004,0.5279883803037605,0.25,0.6575342465753424
0.6288487560023974,0.28573825816406695,0.5155535148093352,0.4737700236293652,0.2643398099369211,0.6447368421052632,0.3835616438356164
0.6429391890192611,0.32299697538971667,1.0,0.5728593897622961,0.0,0.4473684210526316,0.3424657534246575
0.6483209222488533,0.4931415821919857,0.8416139186814383,0.6725066768453906,0.2775082701006909,0.23684210526315788,0.273972602739726
0.6690570688742634,0.6331387783754342,0.7459555084118573,0.7131326342726005,0.4256965421802909,0.17105263157894737,0.2328767123287671
0.6095147049927294,0.2675042714775063,0.552407592735002,0.747844603958891,0.6613050672966951,0.17105263157894737,0.2054794520547945
0.5990076458876377,0.47577917368196493,0.44132765493473314,0.6568950466558878,0.6258540045818702,0.15789473684210525,0.2054794520547945
0.5674364301194297,0.30970872920763143,0.4348209990966571,0.615105317813596,0.5622837492052497,0.21052631578947367,0.2876712328767123
0.4862732045402118,0.3121522658001545,0.39587239287676046,0.6143964169952881,0.609630575113193,0.25,0.4794520547945205
0.46763135589084653,0.17443598935579582,0.43406600872439616,0.6658471807004789,0.6489149502531826,0.3815789473684211,0.547945205479452
0.43733173718921875,0.18247738090706697,0.3758742623635417,0.6886819020833373,0.7586491737350219,0.4473684210526316,0.684931506849315
0.3684577354915256,0.12778311076442372,0.3336300997610374,0.7107527209739022,0.8444894562717122,0.5263157894736842,0.5616438356164384
0.3661602940199202,0.1200130522313467,0.46992636164365303,0.7696831144930603,0.7739586845529631,0.4868421052631579,0.1095890410958904
0.46174508932427066,0.33923905721902353,0.699470862818249,0.8569693082967802,0.6886875848527337,0.10526315789473684,0.1232876712328767
0.5020163106828529,0.13559772464274872,0.7613924457242595,0.8592820433916587,0.6430315021320718,0.06578947368421052,0.2328767123287671
0.5487968579242877,0.22569821160699183,0.5868145104920333,0.8807225248878339,0.8321874992783609,0.14473684210526316,0.1232876712328767
0.5817070412904772,0.17367570586177253,0.8116492930029898,0.8725987805102784,0.6079181624691569,0.07894736842105263,0.5068493150684932
0.7450213778674127,0.268627899061746,0.5807237022592364,0.5995064974894438,0.38869952126549395,0.3157894736842105,0.5068493150684932
0.7961756913504614,0.236172886713367,0.38390374682281975,0.42545001935532045,0.30797066206019486,0.34210526315789475,0.5753424657534246
0.7917417035679417,0.1715444193457395,0.3814267076952906,0.36024071586108497,0.20581951823912303,0.4342105263157895,0.5616438356164384
0.7080161687715918,0.1386177711245228,0.3821843323738198,0.44026542026346926,0.35203842514670014,0.4473684210526316,0.7123287671232876
0.5817022152467903,0.020213511570029173,0.4060327715278504,0.5231926782908721,0.45233497789081667,0.5789473684210527,0.8082191780821918
0.4879495602406478,0.0015813196335364955,0.37278890540112825,0.593405434798366,0.6056046167148436,0.7368421052631579,1.0
0.439611263237831,0.018784057691303552,0.39175204974267547,0.6755856429431328,0.7157701676354424,1.0,0.7123287671232876
0.4402983662401701,0.056170418421058306,0.30827744129828555,0.6562968155009068,0.7817550462000915,0.631578947368421,0.6986301369863014
0.4769559871638544,0.0808440442937421,0.24570582278355513,0.6183545706844681,0.8216721895086155,0.631578947368421,0.7397260273972602
0.44002408944921245,0.08870751937212482,0.2634539385027821,0.6364083366581711,0.795049919634616,0.5263157894736842,0.8493150684931506
0.3936444619571183,0.0,0.35025443967211867,0.7035111910084537,0.8026656481414365,0.8026315789473685,0.7671232876712328
0.36251416975687467,0.0689822650281409,0.4838734608216864,0.7931467340101213,0.8105497283542785,0.868421052631579,0.7123287671232876
0.3539611306317829,0.0923374058835839,0.5840145670469363,0.8506574504084686,0.7928577271992614,0.6578947368421053,0.684931506849315
0.31912647954953205,0.11704738913896347,0.7399846399291589,0.8684152053261598,0.6678012854018514,0.6578947368421053,0.3972602739726027
0.3259201230870682,0.13308708056388643,0.7296669891946342,0.8836318415609594,0.7030619268694921,0.3026315789473684,0.1917808219178082
0.3454952478439131,0.15282549790963593,0.697136365778452,0.8827746511536364,0.7320107889285561,0.14473684210526316,0.1780821917808219
0.4014995899358587,0.18913218835593895,0.6855820772684029,0.8640772868979063,0.7148173921406624,0.10526315789473684,0.1917808219178082
0.40798148573849025,0.1639363208661949,0.6663049059161034,0.8631640617201469,0.7331032857384532,0.10526315789473684,0.1917808219178082
0.4563858700811299,0.19892964159303836,0.7293080305914214,0.9131750598082367,0.7528521947665532,0.11842105263157894,0.1780821917808219
0.45493906482466206,0.2726292379980903,0.7566418510716132,0.9179970424355002,0.7308064701321385,0.13157894736842105,0.1780821917808219
0.5266025961568369,0.37057261270515746,0.8476739552667069,0.894084392224851,0.6159278382739007,0.13157894736842105,0.3698630136986301
0.5751217989348704,0.6267718456631353,0.6595059035719312,0.7993035296467909,0.6369281139664053,0.3157894736842105,0.547945205479452
0.6283558497901504,0.34315770351224656,0.5111244764127182,0.6617098055378806,0.5574819794573778,0.5263157894736842,0.6164383561643836
0.7273769014130712,0.3108260116861693,0.4276199295042247,0.5405563959481415,0.44500919803895295,0.5394736842105263,0.6301369863013698
0.7360534368377528,0.15130421749123837,0.3079034250335492,0.4580991065517319,0.45392606837166205,0.631578947368421,0.6438356164383562
0.8136661207019498,0.1738704381455531,0.2728499997659022,0.4509806605026351,0.48281300976071284,0.6710526315789473,0.5342465753424658
0.7550981846869522,0.3328278310565273,0.2264211635566091,0.3797958601158815,0.42134894538280343,0.5263157894736842,0.8493150684931506
0.6499592370781312,0.2381071314789741,0.31598758814059325,0.47858926118882406,0.4819053669011845,0.9868421052631579,0.7671232876712328
0.5838260590126891,0.26313119507435156,0.611113004534,0.7187440228943959,0.5637845395752399,0.8552631578947368,0.5342465753424658
0.5479672854474225,0.32216784646527663,0.6344695772928031,0.7634920566046333,0.6099804812959745,0.4868421052631579,0.5068493150684932
0.6053365291737904,0.20228864688410603,0.5995077783002144,0.783758413438977,0.677958422055502,0.42105263157894735,0.5342465753424658
0.6400431848781148,0.07643835516439669,0.7221789294288147,0.8401021923407346,0.6403451629191181,0.4342105263157895,0.6575342465753424
0.7600178767048852,0.4838351721765971,0.435858720580104,0.6926736184150108,0.7277602206400064,0.5789473684210527,0.5753424657534246
0.8166178834519568,0.2621861653230502,0.26088407559321075,0.544655037519754,0.6549081585707351,0.4605263157894737,0.863013698630137
0.7592815511920159,0.05815931596843263,0.25697316223459354,0.5946611891747426,0.7525176617675494,0.8026315789473685,0.6712328767123288
0.6529142476199993,0.240368672523633,0.4723289422220306,0.7517960536245331,0.7685515771795319,0.6447368421052632,0.547945205479452
0.5267159270659441,0.1366346404044343,0.6617455749323642,0.8842334711784643,0.7744207767171284,0.4868421052631579,0.5205479452054794
0.43833386309760897,0.2285591528116818,0.7216212334848972,0.911765777980866,0.7605333113758432,0.47368421052631576,0.4520547945205479
0.48234110996247986,0.26899391506696624,0.6871454842245497,0.8799311888145778,0.7363515198737453,0.39473684210526316,0.3972602739726027
0.4934880352168338,0.22024292149376035,0.7189124246144413,0.8920577505005023,0.7266849439336872,0.3157894736842105,0.136986301369863
0.4702919243673601,0.2667549409001874,0.6644175638087996,0.8668921154101958,0.7399069624657774,0.07894736842105263,0.2328767123287671
0.40146377181085197,0.2699009808852052,0.625117878653964,0.8639465693457463,0.7736207672390183,0.13157894736842105,0.3150684931506849
0.4192650920513749,0.31532761939424125,0.6898325646816061,0.890844948809404,0.7492615405772355,0.21052631578947367,0.3698630136986301
0.5535856075321258,0.2952721076339814,0.7271535772485577,0.8413960784877554,0.6384816516272025,0.2894736842105263,0.4931506849315068
0.6374566462633372,0.0982744149080691,0.7422231777660807,0.8629849066007405,0.6659472685091243,0.39473684210526316,0.4931506849315068
0.5445934080423458,0.059647203380065135,0.6614074995400667,0.8504516139145594,0.7163180550283665,0.32894736842105265,0.5068493150684932
0.49814928627864424,0.1588010927414525,0.6098331923280382,0.8344409555339342,0.7447186446481237,0.4342105263157895,0.4383561643835616
0.5222943481434411,0.24059530186504954,0.7398941077589074,0.8212426773696435,0.5986638030439854,0.2894736842105263,0.5342465753424658
0.4617170790460267,0.17556786738072183,0.6070753361342128,0.8224213789801244,0.7296678678971857,0.40789473684210525,0.3424657534246575
0.40160966326369696,0.1995146268776064,0.6655912363177884,0.8988367827434477,0.7918004269705288,0.2236842105263158,0.3013698630136986
0.38094272039037474,0.2655695048314232,0.6523869481762684,0.9042591947193447,0.8102956423781332,0.21052631578947367,0.1780821917808219
0.34431260122460444,0.2656357086357363,0.6604174498156273,0.9110569820211093,0.8133756373200965,0.10526315789473684,0.1506849315068493
0.39741052384998404,0.22853006389175515,0.6407222566399637,0.9150928504913087,0.8379891240690038,0.10526315789473684,0.136986301369863
0.39757481660981175,0.2582550119076942,0.6588694615275785,0.9340574891538378,0.8550829768502162,0.09210526315789473,0.1780821917808219
0.4411007948092778,0.30918243961506897,0.6384448669920754,0.934180952093144,0.8712677165821301,0.11842105263157894,0.1917808219178082
0.44694167145599917,0.37040678839332003,0.656419112419658,0.9373449457062845,0.8603301401101954,0.14473684210526316,0.3424657534246575
0.45154596202081576,0.2960089404477426,0.6502361526634715,0.9261244837165551,0.8438650831743673,0.25,0.3287671232876712
0.5741176275284289,0.2867598857587901,0.732853273195856,0.7490392571381526,0.48826249608171696,0.2631578947368421,0.6164383561643836
0.6371379065808647,0.18690440125466057,0.48101526910910974,0.6212131442703891,0.5325857118825567,0.42105263157894735,0.726027397260274
0.5950805445635331,0.04692677323088851,0.32796756792835247,0.6307856147608502,0.7214953016598391,0.6578947368421053,0.9041095890410958
0.55692428499183,0.1429794614086655,0.5034243357094073,0.7928049647100383,0.7778335448592923,0.9078947368421053,0.5068493150684932
0.508478668460747,0.25953278279864395,0.6119966543986479,0.8775261284382118,0.8148437936002407,0.42105263157894735,0.3698630136986301
0.4422626348603622,0.3928040719732679,0.6482153250078648,0.8996884643338494,0.8047504635274503,0.25,0.3835616438356164
0.4477756960410671,0.411276984860091,0.6223913495990383,0.8801457013351592,0.8015343430862654,0.21052631578947367,0.3150684931506849
0.4711919150221112,0.31022012865562415,0.6394570054594363,0.8907765121425483,0.7993481334190288,0.19736842105263158,0.1506849315068493
0.47556595504003435,0.2302160576907222,0.5925531982744193,0.8763287363605814,0.8272886960277145,0.11842105263157894,0.0684931506849315
0.5187272092258474,0.2902722996609148,0.622825616585264,0.8984111465361158,0.8318642794248029,0.06578947368421052,0.1095890410958904
0.4637460812902234,0.30656436679276056,0.6136347744182268,0.9120104238246369,0.8639258235138906,0.06578947368421052,0.2602739726027397
0.4018984197450905,0.23503608943215484,0.61484222110462,0.9337566761359647,0.8965027718336835,0.18421052631578946,0.2876712328767123
0.4167417588374572,0.43389603848534974,0.6502623971784794,0.9283248524989799,0.8465958188841377,0.19736842105263158,0.410958904109589
0.38175600809186366,0.2715540173800089,0.6900530491245501,0.8604982128069952,0.7055243332282839,0.3026315789473684,0.5205479452054794
0.45268377745426164,0.13539766036318884,0.5497380415556813,0.822239153758716,0.7946202667983238,0.4473684210526316,0.5753424657534246
0.5283407806759344,0.028006899445653634,0.50727650359566,0.8459086560355747,0.8709362727391932,0.5131578947368421,0.4794520547945205
0.6001633909403503,0.1337379077128438,0.6023914827354928,0.896054889370286,0.8397052920910469,0.34210526315789475,0.4657534246575342
0.5702315989180627,0.27094639075027155,0.5423974404961046,0.8814108294362264,0.8894538253072247,0.2631578947368421,0.5068493150684932
0.5128241686658199,0.3414234784821118,0.7225413232912046,0.8862439371687469,0.7132986791208012,0.42105263157894735,0.3835616438356164
